t,spot,imp_px,exp_px,batt,grid,soc,expw,pvgen,direct,pvbatt,pvexp,loadw,ev
1788885000,1.39177,2.22,1.4958,-415.0,14.0,97.7,0.0,1969.9,794.5,589.5,585.9,504.0,0.0
1788885900,1.39545,2.23,1.4995,-520.0,-33.0,97.7,0.0,1969.9,794.5,589.5,585.9,626.0,0.0
1788886800,1.39534,2.23,1.4993,-724.0,0.0,96.6,0.0,1970.0,794.6,589.5,585.9,770.0,0.0
1788887700,1.50352,2.33,1.6075,-642.0,0.0,95.5,0.0,1970.0,794.6,589.5,585.9,620.0,0.0
1788888600,1.45161,2.28,1.5556,-691.0,-24.0,94.4,0.0,1970.0,794.6,589.5,585.9,658.0,0.0
1788889500,1.45116,2.28,1.5552,-702.0,-14.0,93.3,0.0,1970.0,794.6,589.5,585.9,660.0,0.0
1788890400,1.45105,2.28,1.5551,-734.0,-24.0,93.3,0.0,1970.0,794.6,589.5,585.9,706.0,0.0
1788891300,1.48387,2.32,1.5879,-549.0,0.0,92.2,0.0,1970.0,794.6,589.5,585.9,494.0,0.0
1788892200,1.51959,2.35,1.6236,-575.0,-19.0,91.1,0.0,1970.0,794.6,589.5,585.9,511.0,0.0
1788893100,1.4247,2.26,1.5287,-886.0,-44.0,90.0,0.0,1970.0,794.6,589.5,585.9,861.0,0.0
1788894000,1.41097,2.24,1.515,-1257.0,-4.0,88.8,24.0,1970.0,794.6,589.5,585.9,1221.0,0.0
1788894900,1.18078,2.01,1.2848,-1620.0,-6.0,86.6,0.0,1970.0,794.6,589.5,585.9,1561.0,0.0
1788895800,1.15543,1.99,1.2594,-1716.0,28.0,84.4,0.0,1970.0,794.6,589.5,585.9,1620.0,0.0
1788896700,1.11625,1.95,1.2203,-1498.0,-10.0,83.3,0.0,1970.0,794.6,589.5,585.9,1412.0,0.0
1788897600,0.969,1.8,1.073,-1291.0,-6.0,81.1,0.0,1970.0,794.6,589.5,585.9,1211.0,0.0
1788898500,1.11625,1.95,1.2203,-9363.0,52.0,68.8,0.0,1970.0,794.6,589.5,585.9,9107.0,7745.403
1788899400,0.94801,1.78,1.052,-9990.0,1585.0,56.6,0.0,1970.0,794.6,589.5,585.9,11223.0,10399.758
1788900300,0.65441,1.49,0.7584,0.0,11244.0,55.5,0.0,1970.0,794.6,589.5,585.9,11219.0,10399.758
1788901200,0.47814,1.31,0.5821,0.0,11365.0,55.5,0.0,1970.0,794.6,589.5,585.9,11294.0,10399.758
1788902100,0.5325,1.36,0.6365,0.0,872.0,55.5,0.0,1970.0,794.6,589.5,585.9,840.0,0.0
1788903000,0.4624,1.29,0.5664,0.0,891.0,55.5,0.0,1970.0,794.6,589.5,585.9,874.0,0.0
1788903900,0.40747,1.24,0.5115,9113.0,10328.0,65.5,0.0,1970.0,794.6,589.5,585.9,895.0,0.0
1788904800,0.33591,1.17,0.4399,9720.0,10748.0,76.6,0.0,1970.0,794.6,589.5,585.9,715.0,0.0
1788905700,1.16215,1.99,1.2662,-760.0,20.0,76.6,0.0,1970.0,794.6,589.5,585.9,699.0,0.0
1788906600,0.86227,1.69,0.9663,0.0,729.0,76.6,0.0,1970.0,794.6,589.5,585.9,680.0,0.0
1788907500,0.94394,1.78,1.0479,0.0,600.0,76.6,0.0,1970.0,794.6,589.5,585.9,560.0,0.0
1788908400,0.82613,1.66,0.9301,0.0,659.0,76.6,0.0,1970.0,794.6,589.5,585.9,635.0,0.0
1788909300,1.12255,1.95,1.2266,-684.0,-4.0,75.5,0.0,1970.0,794.6,589.5,585.9,625.0,0.0
1788910200,1.05795,1.89,1.162,-650.0,-26.0,75.5,0.0,1970.0,794.6,589.5,585.9,592.0,0.0
1788911100,1.00809,1.84,1.1121,0.0,892.0,74.4,0.0,1970.0,794.6,589.5,585.9,801.0,0.0
1788912000,0.99202,1.82,1.096,0.0,831.0,74.4,0.0,1970.0,794.6,589.5,585.9,787.0,0.0
1788912900,0.89251,1.72,0.9965,0.0,787.0,74.4,0.0,1970.0,794.6,589.5,585.9,718.0,0.0
1788913800,0.89239,1.72,0.9964,0.0,853.0,74.4,0.0,1970.0,794.6,589.5,585.9,800.0,0.0
1788914700,0.89239,1.72,0.9964,0.0,845.0,74.4,0.0,1970.0,794.6,589.5,585.9,812.0,0.0
1788915600,0.89239,1.72,0.9964,0.0,799.0,74.4,0.0,1970.0,794.6,589.5,585.9,767.0,0.0
1788916500,0.89998,1.73,1.004,0.0,1117.0,74.4,0.0,1970.0,794.6,589.5,585.9,1075.0,0.0
1788917400,0.84208,1.67,0.9461,0.0,1113.0,74.4,0.0,1970.0,794.6,589.5,585.9,1046.0,0.0
1788918300,0.97651,1.81,1.0805,0.0,1056.0,74.4,0.0,1970.0,794.6,589.5,585.9,986.0,0.0
1788919200,0.90924,1.74,1.0132,0.0,1111.0,74.4,0.0,1970.0,794.6,589.5,585.9,1052.0,0.0
1788920100,0.83672,1.67,0.9407,0.0,1109.0,74.4,0.0,1970.0,794.6,589.5,585.9,1046.0,0.0
1788921000,1.06119,1.89,1.1652,0.0,1306.0,74.4,0.0,1970.0,794.6,589.5,585.9,1258.0,0.0
1788921900,1.09734,1.93,1.2013,-929.0,-19.0,73.3,0.0,1970.0,794.6,589.5,585.9,1092.0,0.0
1788922800,1.1182,1.95,1.2222,-1106.0,-3.0,72.2,0.0,1970.0,794.6,589.5,585.9,1064.0,0.0
1788923700,0.92977,1.76,1.0338,-1040.0,30.0,71.1,0.0,1970.0,794.6,589.5,585.9,1031.0,0.0
1788924600,1.08797,1.92,1.192,-1128.0,-40.0,70.0,0.0,1970.0,794.6,589.5,585.9,1073.0,0.0
1788925500,1.17197,2.0,1.276,-1390.0,-14.0,67.7,43.0,1970.0,794.6,589.5,585.9,1370.0,0.0
1788926400,1.26647,2.1,1.3705,-1748.0,-153.0,65.5,25.0,1970.0,794.6,589.5,585.9,1715.0,0.0
1788927300,1.24873,2.08,1.3527,-1417.0,23.0,63.3,0.0,1970.0,794.6,589.5,585.9,1366.0,0.0
1788928200,1.36107,2.19,1.4651,-1390.0,6.0,61.1,47.0,1970.0,794.6,589.5,585.9,1341.0,0.0
1788929100,1.4684,2.3,1.5724,-1080.0,16.0,60.0,29.0,1970.0,794.6,589.5,585.9,1010.0,0.0
1788930000,1.61008,2.44,1.7141,-1087.0,-39.0,57.7,0.0,1970.0,794.6,589.5,585.9,1071.0,0.0
1788930900,1.65571,2.49,1.7597,-907.0,22.0,56.6,0.0,1970.0,794.6,589.5,585.9,1001.0,0.0
1788931800,1.7656,2.6,1.8696,-969.0,15.0,55.5,0.0,1970.0,794.6,589.5,585.9,1024.0,0.0
1788932700,1.82863,2.66,1.9326,-881.0,-32.0,54.4,0.0,1970.0,794.6,589.5,585.9,1138.0,0.0
1788933600,1.72019,2.55,1.8242,-688.0,29.0,52.2,0.0,1970.2,794.8,589.5,585.9,1070.0,0.0
1788934500,1.87226,2.7,1.9763,-9486.0,-8496.0,41.1,8468.0,1970.2,794.8,589.5,585.9,1139.0,0.0
1788935400,1.87449,2.71,1.9785,-6964.0,-6100.0,31.1,6071.0,1970.4,795.0,589.5,585.9,1217.0,0.0
1788936300,1.79595,2.63,1.9,-2279.0,-2160.0,27.7,2148.0,1970.5,795.1,589.5,585.9,1131.0,0.0
1788937200,1.75545,2.59,1.8595,-487.0,4.0,27.7,0.0,1970.9,795.5,589.5,585.9,1303.0,0.0
1788938100,1.80521,2.64,1.9092,-872.0,-665.0,26.6,683.0,1971.1,795.7,589.5,585.9,1246.0,0.0
1788939000,1.67423,2.51,1.7782,0.0,-394.0,26.6,345.0,1971.5,796.1,589.5,585.9,789.0,0.0
1788939900,1.49026,2.32,1.5943,0.0,-778.0,26.6,706.0,1971.7,796.2,589.5,586.0,793.0,0.0
1788940800,1.4414,2.27,1.5454,-343.0,0.0,26.6,0.0,1972.1,796.5,589.5,586.1,861.0,0.0
1788941700,1.43727,2.27,1.5413,0.0,-366.0,25.5,327.0,1972.3,796.6,589.5,586.2,794.0,0.0
1788942600,1.37223,2.2,1.4762,439.0,-772.0,26.6,747.0,1972.8,796.9,589.5,586.4,817.0,0.0
1788943500,1.19417,2.03,1.2982,1635.0,-50.0,27.7,0.0,1973.2,797.1,589.7,586.4,869.0,0.0
1788944400,1.09957,1.93,1.2036,1236.0,-4.0,30.0,0.0,1973.9,797.4,590.1,586.4,797.0,0.0
1788945300,1.19328,2.02,1.2973,0.0,-789.0,30.0,648.0,1974.3,797.5,590.2,586.6,628.0,0.0
1788946200,1.11563,1.95,1.2196,-136.0,-36.0,30.0,0.0,1974.7,797.8,590.2,586.7,905.0,0.0
1788947100,1.0082,1.84,1.1122,229.0,-20.0,30.0,0.0,1974.8,797.9,590.2,586.7,622.0,0.0
1788948000,0.88258,1.71,0.9866,571.0,45.0,30.0,0.0,1975.2,798.2,590.3,586.7,675.0,0.0
1788948900,1.04077,1.87,1.1448,1731.0,57.0,31.1,110.0,1975.5,798.3,590.5,586.7,707.0,0.0
1788949800,0.95175,1.78,1.0557,1177.0,29.0,35.5,0.0,1976.6,798.6,591.3,586.7,684.0,0.0
1788950700,0.85826,1.69,0.9623,1906.0,-82.0,36.6,0.0,1976.9,798.8,591.4,586.7,2505.0,0.0
1788951600,0.78094,1.61,0.8849,3881.0,-42.0,40.0,0.0,1978.4,799.5,592.2,586.7,776.0,0.0
1788952500,0.87745,1.71,0.9814,4382.0,50.0,44.4,0.0,1979.1,799.7,592.7,586.7,678.0,0.0
1788953400,0.78083,1.61,0.8848,4919.0,-21.0,48.8,0.0,1980.8,800.0,594.0,586.8,691.0,0.0
1788954300,0.68678,1.52,0.7908,-1126.0,-20.0,51.1,0.0,1981.4,800.1,594.5,586.8,2585.0,0.0
1788955200,0.66704,1.5,0.771,501.0,19.0,51.1,46.0,1982.0,800.6,594.6,586.8,460.0,0.0
1788956100,0.66782,1.5,0.7718,1427.0,-39.0,52.2,0.0,1982.2,800.7,594.7,586.8,844.0,0.0
1788957000,0.68578,1.52,0.7898,891.0,-14.0,53.3,0.0,1982.7,800.9,595.0,586.8,753.0,0.0
1788957900,0.66224,1.49,0.7662,4445.0,1397.0,58.8,0.0,1983.3,801.0,595.5,586.8,697.0,0.0
1788958800,0.68567,1.52,0.7897,3447.0,559.0,63.3,0.0,1984.5,801.0,596.7,586.8,677.0,0.0
1788959700,0.64394,1.48,0.7479,10002.0,7217.0,75.5,0.0,1985.0,801.0,597.2,586.8,759.0,0.0
1788960600,0.75372,1.58,0.8577,2630.0,22.0,78.8,41.0,1986.1,801.2,598.1,586.8,690.0,0.0
1788961500,0.84855,1.68,0.9526,2456.0,26.0,82.2,0.0,1986.7,801.4,598.5,586.8,693.0,0.0
1788962400,0.89094,1.72,0.9949,652.0,-45.0,84.4,0.0,1987.5,801.6,599.1,586.8,539.0,0.0
1788963300,0.72505,1.56,0.829,4843.0,3545.0,90.0,0.0,1988.0,801.7,599.5,586.8,665.0,0.0
1788964200,0.95052,1.78,1.0545,368.0,-32.0,90.0,0.0,1988.6,801.8,600.0,586.8,696.0,0.0
1788965100,1.23869,2.07,1.3427,551.0,4.0,90.0,26.0,1988.9,802.0,600.1,586.8,674.0,0.0
1788966000,1.34311,2.17,1.4471,410.0,0.0,90.0,0.0,1989.3,802.2,600.3,586.8,400.0,0.0
1788966900,1.16684,2.0,1.2708,123.0,32.0,90.0,0.0,1989.4,802.3,600.3,586.8,413.0,0.0
1788967800,1.42221,2.25,1.5262,0.0,4.0,90.0,0.0,1989.6,802.4,600.4,586.8,455.0,0.0
1788968700,1.47754,2.31,1.5815,1478.0,0.0,90.0,0.0,1989.7,802.5,600.4,586.8,408.0,0.0
1788969600,1.57572,2.41,1.6797,0.0,-65.0,90.0,66.0,1990.1,802.7,600.6,586.8,402.0,0.0
1788970500,1.51146,2.34,1.6155,168.0,-10.0,90.0,32.0,1990.2,802.8,600.6,586.8,497.0,0.0
1788971400,1.6006,2.43,1.7046,-288.0,-24.0,90.0,0.0,1990.5,803.0,600.7,586.8,413.0,0.0
1788972300,1.64991,2.48,1.7539,-394.0,-17.0,88.8,33.0,1990.5,803.0,600.7,586.8,434.0,0.0
1788973200,1.64935,2.48,1.7534,-493.0,5.0,88.8,0.0,1990.5,803.0,600.7,586.8,519.0,0.0
1788974100,1.73659,2.57,1.8406,-575.0,-34.0,87.7,46.0,1990.5,803.0,600.7,586.8,557.0,0.0
1788975000,1.76482,2.6,1.8688,-702.0,-9.0,86.6,23.0,1990.5,803.0,600.7,586.8,616.0,0.0
1788975900,1.70424,2.54,1.8082,-750.0,-26.0,85.5,0.0,1990.5,803.0,600.7,586.8,713.0,0.0
1788976800,1.5263,2.36,1.6303,-566.0,21.0,84.4,0.0,1990.5,803.0,600.7,586.8,508.0,0.0
1788977700,1.68316,2.51,1.7872,-546.0,-5.0,83.3,0.0,1990.5,803.0,600.7,586.8,479.0,0.0
1788978600,1.50599,2.34,1.61,-572.0,34.0,83.3,0.0,1990.5,803.0,600.7,586.8,570.0,0.0
1788979500,1.38651,2.22,1.4905,-553.0,12.0,82.2,45.0,1990.5,803.0,600.7,586.8,494.0,0.0
1788980400,1.30864,2.14,1.4126,-620.0,-19.0,81.1,0.0,1990.5,803.0,600.7,586.8,588.0,0.0
1788981300,1.45032,2.28,1.5543,-712.0,-5.0,80.0,0.0,1990.5,803.0,600.7,586.8,686.0,0.0
1788982200,1.37223,2.2,1.4762,-660.0,17.0,78.8,0.0,1990.5,803.0,600.7,586.8,624.0,0.0
1788983100,1.31957,2.15,1.4236,-904.0,-43.0,77.7,0.0,1990.5,803.0,600.7,586.8,825.0,0.0
1788984000,1.11563,1.95,1.2196,-1333.0,14.0,76.6,0.0,1990.5,803.0,600.7,586.8,1253.0,0.0
1788984900,0.89251,1.72,0.9965,-1290.0,16.0,74.4,21.0,1990.5,803.0,600.7,586.8,1275.0,0.0
1788985800,0.72505,1.56,0.829,-1315.0,-17.0,73.3,0.0,1990.5,803.0,600.7,586.8,1229.0,0.0
1788986700,0.48006,1.31,0.5841,-1361.0,30.0,71.1,43.0,1990.5,803.0,600.7,586.8,1283.0,0.0
1788987600,0.33469,1.17,0.4387,0.0,1300.0,71.1,0.0,1990.5,803.0,600.7,586.8,1229.0,0.0
1788988500,0.70396,1.54,0.808,-794.0,4.0,70.0,0.0,1990.5,803.0,600.7,586.8,775.0,0.0
1788989400,0.49445,1.33,0.5985,-845.0,-21.0,68.8,0.0,1990.5,803.0,600.7,586.8,840.0,0.0
1788990300,0.37452,1.21,0.4785,0.0,831.0,68.8,0.0,1990.5,803.0,600.7,586.8,767.0,0.0
1788991200,0.20639,1.04,0.3104,0.0,902.0,68.8,0.0,1990.5,803.0,600.7,586.8,891.0,0.0
1788992100,0.47076,1.3,0.5748,-878.0,-3.0,67.7,33.0,1990.5,803.0,600.7,586.8,830.0,0.0
1788993000,0.46429,1.3,0.5683,-683.0,-10.0,66.6,0.0,1990.5,803.0,600.7,586.8,644.0,0.0
1788993900,0.35759,1.19,0.4616,0.0,668.0,66.6,0.0,1990.5,803.0,600.7,586.8,629.0,0.0
1788994800,0.2453,1.08,0.3493,0.0,728.0,66.6,0.0,1990.5,803.0,600.7,586.8,684.0,0.0
1788995700,0.4682,1.3,0.5722,-703.0,-9.0,65.5,0.0,1990.5,803.0,600.7,586.8,649.0,0.0
1788996600,0.44634,1.28,0.5503,-729.0,-15.0,64.4,28.0,1990.5,803.0,600.7,586.8,654.0,0.0
1788997500,0.24988,1.08,0.3539,0.0,743.0,64.4,0.0,1990.5,803.0,600.7,586.8,736.0,0.0
1788998400,0.1532,0.98,0.2572,0.0,681.0,64.4,0.0,1990.5,803.0,600.7,586.8,645.0,0.0
1788999300,0.44378,1.28,0.5478,-9991.0,1709.0,52.2,0.0,1990.5,803.0,600.7,586.8,11371.0,10564.789
1789000200,0.22312,1.05,0.3271,0.0,4903.0,51.1,0.0,1990.5,803.0,600.7,586.8,4840.0,4092.88
1789001100,0.1289,0.96,0.2329,0.0,11382.0,51.1,0.0,1990.5,803.0,600.7,586.8,11284.0,10519.17
1789002000,0.11931,0.95,0.2233,0.0,7251.0,51.1,0.0,1990.5,803.0,600.7,586.8,7186.0,6473.523
1789002900,0.20583,1.04,0.3098,0.0,5124.0,51.1,0.0,1990.5,803.0,600.7,586.8,5104.0,4073.659
1789003800,0.11975,0.95,0.2238,0.0,970.0,51.1,0.0,1990.5,803.0,600.7,586.8,922.0,0.0
1789004700,0.1192,0.95,0.2232,0.0,982.0,51.1,0.0,1990.5,803.0,600.7,586.8,949.0,0.0
1789005600,0.11306,0.94,0.2171,0.0,1037.0,51.1,0.0,1990.5,803.0,600.7,586.8,977.0,0.0
1789006500,0.11362,0.94,0.2176,0.0,1005.0,51.1,0.0,1990.5,803.0,600.7,586.8,978.0,0.0
1789007400,0.11172,0.94,0.2157,9423.0,11057.0,62.2,0.0,1990.5,803.0,600.7,586.8,1015.0,0.0
1789008300,0.1115,0.94,0.2155,9711.0,11129.0,74.4,0.0,1990.5,803.0,600.7,586.8,1083.0,0.0
1789009200,0.10637,0.94,0.2104,9716.0,11065.0,86.6,0.0,1990.5,803.0,600.7,586.8,1005.0,0.0
1789010100,0.10459,0.94,0.2086,4117.0,5262.0,95.5,0.0,1990.5,803.0,600.7,586.8,1022.0,0.0
1789011000,0.10604,0.94,0.21,1328.0,2757.0,96.6,0.0,1990.5,803.0,600.7,586.8,1355.0,0.0
1789011900,0.12053,0.95,0.2245,882.0,2583.0,97.7,0.0,1990.5,803.0,600.7,586.8,1590.0,0.0
1789012800,0.12131,0.95,0.2253,0.0,1636.0,97.7,0.0,1990.5,803.0,600.7,586.8,1597.0,0.0
1789013700,0.10359,0.93,0.2076,0.0,1370.0,97.7,0.0,1990.5,803.0,600.7,586.8,1333.0,0.0
1789014600,0.12377,0.96,0.2278,0.0,1227.0,97.7,0.0,1990.5,803.0,600.7,586.8,1211.0,0.0
1789015500,0.31232,1.14,0.4163,0.0,1134.0,97.7,0.0,1990.5,803.0,600.7,586.8,1268.0,0.0
1789016400,0.5264,1.36,0.6304,-889.0,19.0,96.6,0.0,1990.5,803.0,600.7,586.8,1247.0,0.0
1789017300,0.14105,0.97,0.245,880.0,1562.0,96.6,0.0,1990.7,803.1,600.8,586.8,1292.0,0.0
1789018200,0.44378,1.28,0.5478,0.0,1078.0,96.6,0.0,1990.7,803.1,600.8,586.8,1306.0,0.0
1789019100,0.48492,1.32,0.5889,0.0,1038.0,96.6,0.0,1990.8,803.2,600.8,586.8,1316.0,0.0
1789020000,0.64403,1.48,0.748,0.0,274.0,95.5,0.0,1990.9,803.3,600.8,586.8,1265.0,0.0
1789020900,0.32046,1.15,0.4245,884.0,-11.0,95.5,223.0,1991.3,803.6,600.9,586.8,690.0,0.0
1789021800,0.48983,1.32,0.5938,183.0,-19.0,95.5,0.0,1991.5,803.7,601.0,586.8,665.0,0.0
1789022700,0.51659,1.35,0.6206,177.0,25.0,95.5,0.0,1991.8,804.0,601.0,586.8,372.0,0.0
1789023600,0.65541,1.49,0.7594,0.0,83.0,95.5,0.0,1992.0,804.1,601.1,586.8,644.0,0.0
1789024500,0.49083,1.32,0.5948,0.0,44.0,95.5,0.0,1992.2,804.3,601.1,586.8,656.0,0.0
1789025400,0.50432,1.34,0.6083,-137.0,-4.0,95.5,0.0,1992.3,804.4,601.1,586.8,611.0,0.0
1789026300,0.50087,1.33,0.6049,0.0,5.0,94.4,0.0,1992.5,804.6,601.1,586.8,662.0,0.0
1789027200,0.55104,1.38,0.655,131.0,0.0,94.4,0.0,1992.7,804.7,601.2,586.8,844.0,0.0
1789028100,0.55751,1.39,0.6615,0.0,-141.0,94.4,154.0,1993.1,805.0,601.2,586.9,767.0,0.0
1789029000,0.54892,1.38,0.6529,-132.0,17.0,94.4,0.0,1993.2,805.1,601.2,586.9,844.0,0.0
1789029900,0.49395,1.33,0.5979,0.0,44.0,94.4,0.0,1993.4,805.3,601.2,586.9,605.0,0.0
1789030800,0.48448,1.32,0.5885,285.0,20.0,94.4,0.0,1993.5,805.4,601.2,586.9,755.0,0.0
1789031700,0.47868,1.31,0.5827,0.0,-803.0,94.4,832.0,1993.9,805.7,601.2,587.0,603.0,0.0
1789032600,0.48247,1.31,0.5865,0.0,-14.0,94.4,0.0,1994.1,805.8,601.2,587.1,834.0,0.0
1789033500,0.48236,1.31,0.5864,0.0,-219.0,93.3,254.0,1994.3,806.0,601.2,587.1,404.0,0.0
1789034400,0.46429,1.3,0.5683,-238.0,-10.0,93.3,27.0,1994.4,806.1,601.2,587.1,691.0,0.0
1789035300,0.54993,1.38,0.6539,-146.0,8.0,93.3,0.0,1994.6,806.3,601.2,587.1,837.0,0.0
1789036200,0.47121,1.3,0.5752,319.0,-8.0,93.3,0.0,1994.9,806.4,601.3,587.2,559.0,0.0
1789037100,0.42326,1.25,0.5273,509.0,21.0,93.3,0.0,1995.3,806.6,601.5,587.2,910.0,0.0
1789038000,0.37844,1.21,0.4824,0.0,-2193.0,100.0,2213.0,1995.6,806.8,601.6,587.2,597.0,0.0
1789038900,0.47165,1.3,0.5756,-403.0,5.0,100.0,0.0,1996.5,807.0,601.6,587.9,779.0,0.0
1789039800,0.43341,1.26,0.5374,593.0,25.0,98.8,32.0,1996.6,807.1,601.6,587.9,901.0,0.0
1789040700,0.41044,1.24,0.5144,-438.0,25.0,98.8,0.0,1996.9,807.3,601.7,587.9,772.0,0.0
1789041600,0.42215,1.25,0.5262,0.0,26.0,98.8,0.0,1997.0,807.4,601.7,587.9,479.0,0.0
1789042500,0.35669,1.19,0.4607,0.0,-26.0,98.8,0.0,1997.2,807.6,601.7,587.9,534.0,0.0
1789043400,0.4227,1.25,0.5267,-338.0,0.0,98.8,0.0,1997.2,807.6,601.7,587.9,620.0,0.0
1789044300,0.49105,1.32,0.595,-337.0,29.0,97.7,0.0,1997.4,807.8,601.7,587.9,770.0,0.0
1789045200,0.53409,1.37,0.6381,-313.0,39.0,97.7,0.0,1997.5,807.9,601.7,587.9,802.0,0.0
1789046100,0.38502,1.22,0.489,0.0,254.0,97.7,0.0,1997.7,808.1,601.7,587.9,840.0,0.0
1789047000,0.44489,1.28,0.5489,117.0,-39.0,97.7,0.0,1997.8,808.2,601.7,587.9,760.0,0.0
1789047900,0.48994,1.32,0.5939,0.0,117.0,97.7,0.0,1998.2,808.5,601.8,587.9,659.0,0.0
1789048800,0.55862,1.39,0.6626,381.0,26.0,97.7,0.0,1998.3,808.6,601.8,587.9,977.0,0.0
1789049700,0.43921,1.27,0.5432,449.0,0.0,97.7,0.0,1998.7,808.9,601.9,587.9,827.0,0.0
1789050600,0.46976,1.3,0.5738,0.0,715.0,97.7,0.0,1998.9,809.0,602.0,587.9,838.0,0.0
1789051500,0.46385,1.3,0.5678,0.0,252.0,97.7,0.0,1999.0,809.1,602.0,587.9,432.0,0.0
1789052400,0.58037,1.41,0.6844,0.0,341.0,97.7,0.0,1999.1,809.2,602.0,587.9,642.0,0.0
1789053300,0.80114,1.63,0.9051,0.0,699.0,97.7,0.0,1999.2,809.3,602.0,587.9,861.0,0.0
1789054200,0.91844,1.75,1.0224,133.0,28.0,97.7,0.0,1999.3,809.4,602.0,587.9,405.0,0.0
1789055100,0.99939,1.83,1.1034,-310.0,4.0,97.7,0.0,1999.5,809.6,602.0,587.9,797.0,0.0
1789056000,1.07677,1.91,1.1808,-556.0,0.0,96.6,0.0,1999.5,809.6,602.0,587.9,837.0,0.0
1789056900,1.34025,2.17,1.4443,-548.0,-35.0,95.5,47.0,1999.7,809.8,602.0,587.9,935.0,0.0
1789057800,1.37136,2.2,1.4754,-465.0,13.0,95.5,0.0,1999.8,809.9,602.0,587.9,605.0,0.0
1789058700,1.43692,2.27,1.5409,-728.0,46.0,94.4,0.0,1999.8,809.9,602.0,587.9,829.0,0.0
1789059600,1.78091,2.61,1.8849,-359.0,19.0,94.4,0.0,1999.8,809.9,602.0,587.9,442.0,0.0
1789060500,2.02867,2.86,2.1327,-813.0,-38.0,93.3,0.0,1999.9,810.0,602.0,587.9,788.0,0.0
1789061400,1.90624,2.74,2.0102,-939.0,7.0,92.2,0.0,1999.9,810.0,602.0,587.9,908.0,0.0
1789062300,1.79908,2.63,1.9031,-629.0,-3.0,91.1,0.0,1999.9,810.0,602.0,587.9,581.0,0.0
1789063200,1.78135,2.61,1.8854,-875.0,8.0,90.0,0.0,1999.9,810.0,602.0,587.9,818.0,0.0
1789064100,1.91215,2.74,2.0162,-1020.0,13.0,88.8,0.0,1999.9,810.0,602.0,587.9,1006.0,0.0
1789065000,2.38703,3.22,2.491,-1024.0,29.0,87.7,22.0,1999.9,810.0,602.0,587.9,986.0,0.0
1789065900,2.04104,2.87,2.145,-1223.0,21.0,85.5,0.0,1999.9,810.0,602.0,587.9,1165.0,0.0
1789066800,1.70219,2.53,1.8062,-1463.0,24.0,84.4,20.0,1999.9,810.0,602.0,587.9,1385.0,0.0
1789067700,1.70787,2.54,1.8119,-1436.0,-12.0,82.2,0.0,1999.9,810.0,602.0,587.9,1339.0,0.0
1789068600,1.56047,2.39,1.6645,-1017.0,0.0,81.1,0.0,1999.9,810.0,602.0,587.9,995.0,0.0
1789069500,1.38318,2.21,1.4872,-1406.0,11.0,78.8,0.0,1999.9,810.0,602.0,587.9,1329.0,0.0
1789070400,1.34928,2.18,1.4533,-680.0,29.0,77.7,0.0,1999.9,810.0,602.0,587.9,632.0,0.0
1789071300,1.38073,2.21,1.4847,-841.0,-36.0,76.6,20.0,1999.9,810.0,602.0,587.9,777.0,0.0
1789072200,1.34594,2.18,1.4499,-737.0,23.0,75.5,55.0,1999.9,810.0,602.0,587.9,667.0,0.0
1789073100,1.30914,2.14,1.4131,-690.0,-13.0,74.4,27.0,1999.9,810.0,602.0,587.9,632.0,0.0
1789074000,1.22641,2.06,1.3304,-861.0,8.0,73.3,0.0,1999.9,810.0,602.0,587.9,844.0,0.0
1789074900,1.2913,2.12,1.3953,-648.0,14.0,72.2,0.0,1999.9,810.0,602.0,587.9,611.0,0.0
1789075800,1.2738,2.11,1.3778,-816.0,31.0,71.1,0.0,1999.9,810.0,602.0,587.9,784.0,0.0
1789076700,1.05927,1.89,1.1633,-633.0,21.0,70.0,0.0,1999.9,810.0,602.0,587.9,606.0,0.0
1789077600,0.83749,1.67,0.9415,-834.0,35.0,68.8,0.0,1999.9,810.0,602.0,587.9,815.0,0.0
1789078500,0.79022,1.62,0.8942,-567.0,33.0,67.7,0.0,1999.9,810.0,602.0,587.9,560.0,0.0
1789079400,0.72868,1.56,0.8327,-623.0,-23.0,67.7,0.0,1999.9,810.0,602.0,587.9,612.0,0.0
1789080300,0.51473,1.35,0.6187,0.0,692.0,67.7,0.0,1999.9,810.0,602.0,587.9,648.0,0.0
1789081200,0.43629,1.27,0.5403,0.0,567.0,67.7,0.0,1999.9,810.0,602.0,587.9,542.0,0.0
1789082100,0.62562,1.46,0.7296,-618.0,-28.0,66.6,0.0,1999.9,810.0,602.0,587.9,612.0,0.0
1789083000,0.62562,1.46,0.7296,-450.0,-38.0,65.5,0.0,1999.9,810.0,602.0,587.9,417.0,0.0
1789083900,0.45117,1.28,0.5552,0.0,579.0,65.5,0.0,1999.9,810.0,602.0,587.9,560.0,0.0
1789084800,0.44613,1.28,0.5501,0.0,475.0,65.5,0.0,1999.9,810.0,602.0,587.9,453.0,0.0
1789085700,0.41872,1.25,0.5227,0.0,4712.0,65.5,0.0,1999.9,810.0,602.0,587.9,4670.0,4068.998
1789086600,0.39668,1.23,0.5007,0.0,11188.0,65.5,0.0,1999.9,810.0,602.0,587.9,11130.0,10404.95
1789087500,0.38549,1.22,0.4895,0.0,7747.0,65.5,0.0,1999.9,810.0,602.0,587.9,7685.0,7181.087
